o:id,dcterms:title,skos:prefLabel,skos:altLabel,jdc:hasActant,jdc:hasConcept,jdc:hasCrible,action
86564,chimie,chimie,,,,,
86568,synthètique,synthètique,,,,,
86572,fugacité,fugacité,,,,,
86576,sociotechnique,sociotechnique,,,,,
86580,facteurs,facteurs,,,,,
86584,flow,flow,,,,,
86588,motivation,motivation,,,,,
86592,crawler,crawler,,,,,
86596,web mining,web mining,,,,,
86609,Études des sciences,Études des sciences,,,,,
86613,nouvelle,nouvelle,,,,,
86617,Sciences de l'éducation,Sciences de l'éducation,,,,,
86621,bibliothèques,bibliothèques,,,,,
86634,Méthodes de traitement et de représentation,Méthodes de traitement et de représentation,,,,,
86638,Approches de corpus,Approches de corpus,,,,,
86642,archives,archives,,,,,
86649,Mouvements politiques et sociaux,Mouvements politiques et sociaux,,,,,
86653,enquêtes,enquêtes,,,,,
86657,Histoire intellectuelle,Histoire intellectuelle,,,,,
86661,carte,carte,,,,,
86668,amplification,amplification,,,,,
86672,enjeux,enjeux,,,,,
86682,interopérabilité culturelle,interopérabilité culturelle,,,,,
86689,patrimoine,patrimoine,,,,,
86693,Linked Open Data,Linked Open Data,,,,,
86697,web sémantique,web sémantique,,,,,
86707,collection Charles Cros,collection Charles Cros,,,,,
86711,Bibliothèque nationale de France,Bibliothèque nationale de France,,,,,
86715,LAM,LAM,,,,,
86719,gestion,gestion,,,,,
86723,vaisseau,vaisseau,,,,,
86727,sérieux,sérieux,,,,,
86731,"métadonnées, données, Écriture de soi, hypomnemata, signets sociaux","métadonnées, données, Écriture de soi, hypomnemata, signets sociaux",,,,,
86735,monadologie,monadologie,,,,,
86739,libraries,libraries,,,,,
86746,crowdsourcing,crowdsourcing,,,,,
86753,bibliothèques numériques,bibliothèques numériques,,,,,
86760,noyau,noyau,,,,,
86764,vision,vision,,,,,
86768,Graphes existentiels,Graphes existentiels,,,,,
86787,Charles S.,Charles S.,,,,,
86791,Mathematics,Mathematics,,,,,
86798,Language,Language,,,,,
86802,Thought,Thought,,,,,
86806,Writing,Writing,,,,,
86810,Existential Graphs,Existential Graphs,,,,,
86814,Logic,Logic,,,,,
86818,écosystème d’affaires,écosystème d’affaires,,,,,
86822,plateforme,plateforme,,,,,
86832,confiance,confiance,,,,,
86842,Professions,Professions,,,,,
86846,Media,Media,,,,,
86850,Journalists,Journalists,,,,,
86854,Journalistes,Journalistes,,,,,
86858,Europe,Europe,,,,,
86862,normatif,normatif,,,,,
86866,",une triade d'idéaux reconnus depuis l'Antiquité",",une triade d'idéaux reconnus depuis l'Antiquité",,,,,
86870,gestion des connaissances personnelles,gestion des connaissances personnelles,,,,,
86874,collective work,collective work,,,,,
86878,intercation,intercation,,,,,
86882,enquiry based learning,enquiry based learning,,,,,
86886,conjecture,conjecture,,,,,
86890,codisciplinarité,codisciplinarité,,,,,
86894,ressource,ressource,,,,,
86898,métaressource,métaressource,,,,,
86902,travail collectif,travail collectif,,,,,
86906,co-disciplinarity,co-disciplinarity,,,,,
86910,hypothesis,hypothesis,,,,,
86914,hypothèse,hypothèse,,,,,
86924,démarche d'investigation,démarche d'investigation,,,,,
86928,bien,bien,,,,,
86932,Sociologie,Sociologie,,,,,
86936,Mesures,Mesures,,,,,
86940,Communautés,Communautés,,,,,
86944,Possibilité,Possibilité,,,,,
86948,Graphe,Graphe,,,,,
86952,Aptitude,Aptitude,,,,,
86956,Centrales hydroélectriques de pompage,Centrales hydroélectriques de pompage,,,,,
86960,Géographie,Géographie,,,,,
86964,Algorithmes,Algorithmes,,,,,
86968,Systèmes complexes,Systèmes complexes,,,,,
86972,Détérioration,Détérioration,,,,,
86976,expressivity,expressivity,,,,,
86980,usability,usability,,,,,
86984,accès à l'information,accès à l'information,,,,,
86988,information access,information access,,,,,
86992,monosémique,monosémique,,,,,
86996,récursif,récursif,,,,,
87000,dialogique,dialogique,,,,,
87004,clinique de l’activité,clinique de l’activité,,,,,
87008,pouvoir d’agir,pouvoir d’agir,,,,,
87012,analyse de l’activité,analyse de l’activité,,,,,
87016,écologie linguistique,écologie linguistique,,,,,
87020,écolinguistique,écolinguistique,,,,,
87024,diffusion,diffusion,,,,,
87028,sociolinguistique,sociolinguistique,,,,,
87032,dialectologie,dialectologie,,,,,
87036,Technology & Engineering / General,Technology & Engineering / General,,,,,
87040,Computers / Intelligence (AI) & Semantics,Computers / Intelligence (AI) & Semantics,,,,,
87044,moteurs de recherche,moteurs de recherche,,,,,
87048,search engines,search engines,,,,,
87052,fou,fou,,,,,
87056,Communication sciences,Communication sciences,,,,,
87060,Media studies,Media studies,,,,,
87064,History of ideas,History of ideas,,,,,
87068,History of institution,History of institution,,,,,
87072,Concertation,Concertation,,,,,
87076,Politique publique,Politique publique,,,,,
87080,Economies et finances,Economies et finances,,,,,
87084,Sciences de l'Homme et Société,Sciences de l'Homme et Société,,,,,
87088,Ambition,Ambition,,,,,
87092,Pensée politique et sociale,Pensée politique et sociale,,,,,
87096,Mois,Mois,,,,,
87100,Voix,Voix,,,,,
87104,Novembre,Novembre,,,,,
87111,transition,transition,,,,,
87115,Science politique,Science politique,,,,,
87119,Pratiques politiques,Pratiques politiques,,,,,
87123,Juin,Juin,,,,,
87127,Human-Plant Interaction,Human-Plant Interaction,,,,,
87131,older adults,older adults,,,,,
87135,seniors,seniors,,,,,
87139,Interaction Homme-Plante,Interaction Homme-Plante,,,,,
87143,émotions,émotions,,,,,
87153,Internet of Things,Internet of Things,,,,,
87166,commitment,commitment,,,,,
87170,orientation régulatrice,orientation régulatrice,,,,,
87174,regulatory focus,regulatory focus,,,,,
87178,Internet des objets,Internet des objets,,,,,
87185,humanisme,humanisme,,,,,
87189,écologie humaine,écologie humaine,,,,,
87193,démographie,démographie,,,,,
87197,fruit,fruit,,,,,
87201,intelligible,intelligible,,,,,
87205,sensible,sensible,,,,,
87209,Coopération,Coopération,,,,,
87213,Ontologie Sémiotique,Ontologie Sémiotique,,,,,
87217,Web Socio Sémantique,Web Socio Sémantique,,,,,
87221,Transaction Communicationnelle,Transaction Communicationnelle,,,,,
87225,W2S,W2S,,,,,
87232,End-User Programming (EUP),End-User Programming (EUP),,,,,
87236,smart home,smart home,,,,,
87240,experimental method,experimental method,,,,,
87244,Programmation par l'utilisateur final,Programmation par l'utilisateur final,,,,,
87248,End-User Development (EUD),End-User Development (EUD),,,,,
87252,méthode expérimentale,méthode expérimentale,,,,,
87256,habitat intelligent,habitat intelligent,,,,,
87260,écosystème médiatique,écosystème médiatique,,,,,
87264,économie des médias,économie des médias,,,,,
87268,revue de la littérature,revue de la littérature,,,,,
87272,modèle d’affaires,modèle d’affaires,,,,,
87276,rôle de l’État,rôle de l’État,,,,,
87286,Écoformation,Écoformation,,,,,
87290,Éthique de l'environnement,Éthique de l'environnement,,,,,
87294,philosophie des sciences,philosophie des sciences,,,,,
87298,informatique centrée humain,informatique centrée humain,,,,,
87302,modélisation de processus,modélisation de processus,,,,,
87306,paradigme épistémologique,paradigme épistémologique,,,,,
87310,Analyse de données,Analyse de données,,,,,
87314,production des données,production des données,,,,,
87318,data production,data production,,,,,
87322,sciences humaines et sociales,sciences humaines et sociales,,,,,
87326,epistemological paradigm,epistemological paradigm,,,,,
87330,tracabilité,tracabilité,,,,,
87334,human and social sciences,human and social sciences,,,,,
87338,tracability,tracability,,,,,
87342,process modeling,process modeling,,,,,
87346,traceability,traceability,,,,,
87350,quality approach,quality approach,,,,,
87354,research management,research management,,,,,
87358,user centric approach,user centric approach,,,,,
87362,conduite de la recherche,conduite de la recherche,,,,,
87366,data analysis,data analysis,,,,,
87370,démarche centrée utilisateur,démarche centrée utilisateur,,,,,
87374,démarche qualité,démarche qualité,,,,,
87378,human-centered computing,human-centered computing,,,,,
87382,numérisation à la demande,numérisation à la demande,,,,,
87386,POD,POD,,,,,
87390,print on demand,print on demand,,,,,
87394,communitysourcing,communitysourcing,,,,,
87398,human computation,human computation,,,,,
87402,gamification,gamification,,,,,
87406,impression à la demande,impression à la demande,,,,,
87410,correction participative de l'OCR,correction participative de l'OCR,,,,,
87414,ludification,ludification,,,,,
87418,digital libraries,digital libraries,,,,,
87422,transcription participative de manuscrits,transcription participative de manuscrits,,,,,
87426,digitization on demand,digitization on demand,,,,,
87430,user generated content,user generated content,,,,,
87434,ebooks on demand,ebooks on demand,,,,,
87438,financement participatif,financement participatif,,,,,
87445,game with a purpose,game with a purpose,,,,,
87449,GWAP,GWAP,,,,,
87453,nichesourcing,nichesourcing,,,,,
87457,semantic firewall,semantic firewall,,,,,
87461,semantic firewall.,semantic firewall.,,,,,
87465,ontologies,ontologies,,,,,
87469,Privacy protection,Privacy protection,,,,,
87473,smartphones,smartphones,,,,,
87477,multi-agent systems,multi-agent systems,,,,,
87484,Peer to peer computing,Peer to peer computing,,,,,
87494,peer-to-peer computing,peer-to-peer computing,,,,,
87498,broker-centric agent architecture,broker-centric agent architecture,,,,,
87502,peer-to-peer data management,peer-to-peer data management,,,,,
87506,Intelligent agent,Intelligent agent,,,,,
87510,pervasive applications,pervasive applications,,,,,
87514,modular component vocabularies,modular component vocabularies,,,,,
87518,ubiquitous applications,ubiquitous applications,,,,,
87522,ontologies (artificial intelligence),ontologies (artificial intelligence),,,,,
87526,ubiquitous computing,ubiquitous computing,,,,,
87530,OWL,OWL,,,,,
87537,Vocabulary,Vocabulary,,,,,
87541,Pervasive computing,Pervasive computing,,,,,
87545,Web ontology language,Web ontology language,,,,,
87549,SOUPA,SOUPA,,,,,
87553,standard ontology,standard ontology,,,,,
87557,Buildings,Buildings,,,,,
87561,Data security,Data security,,,,,
87565,Environmental management,Environmental management,,,,,
87569,intelligent agents,intelligent agents,,,,,
87573,DATAVISUALISATION,DATAVISUALISATION,,,,,
87577,DATAVIZUALIZATION,DATAVIZUALIZATION,,,,,
87581,CARTOGRAPHY,CARTOGRAPHY,,,,,
87585,EXPERT-KNOWLEDGE SYSTEMS,EXPERT-KNOWLEDGE SYSTEMS,,,,,
87589,DECISION MAKING,DECISION MAKING,,,,,
87593,INTERACTIONS-UTILISATEUR,INTERACTIONS-UTILISATEUR,,,,,
87597,MODELES,MODELES,,,,,
87601,SYSTEME-EXPERT,SYSTEME-EXPERT,,,,,
87605,MODELS,MODELS,,,,,
87609,PRISE DE DECISION,PRISE DE DECISION,,,,,
87613,REPRESENTATION SYMBOLIQUE,REPRESENTATION SYMBOLIQUE,,,,,
87617,SYMBOLIC REPRESENTATION,SYMBOLIC REPRESENTATION,,,,,
87621,USER-INTERACTION,USER-INTERACTION,,,,,
87625,APPLICATION INFORMATIQUE,APPLICATION INFORMATIQUE,,,,,
87629,ARGUMENTATION,ARGUMENTATION,,,,,
87639,COLLABORATIVE,COLLABORATIVE,,,,,
87643,COMPUTER APPLICATION,COMPUTER APPLICATION,,,,,
87647,incomplétude,incomplétude,,,,,
87651,transhumanisme,transhumanisme,,,,,
87661,baza wiedzy,baza wiedzy,,,,,
87665,description logic,description logic,,,,,
87669,knowledge base,knowledge base,,,,,
87673,Controlled Natural Language,Controlled Natural Language,,,,,
87677,kontrolowany język naturalny,kontrolowany język naturalny,,,,,
87681,logika opisowa,logika opisowa,,,,,
87685,Semantic Web,Semantic Web,,,,,
87695,Wiki,Wiki,,,,,
87702,Authorization,Authorization,,,,,
87706,Blockchain,Blockchain,,,,,
87710,Group key distribution,Group key distribution,,,,,
87714,Index Terms-Communication security,Index Terms-Communication security,,,,,
87718,moteur,moteur,,,,,
87722,encodage,encodage,,,,,
87726,évocation,évocation,,,,,
87745,Internet Of Thing,Internet Of Thing,,,,,
87749,power to act,power to act,,,,,
87753,digital social innovation,digital social innovation,,,,,
87757,Biomedical monitoring,Biomedical monitoring,,,,,
87761,Protocols,Protocols,,,,,
87765,Stakeholders,Stakeholders,,,,,
87769,Contracts,Contracts,,,,,
87773,Ecosystems,Ecosystems,,,,,
87777,mensonge,mensonge,,,,,
87781,falsification,falsification,,,,,
87785,crise,crise,,,,,
87789,États-Unis,États-Unis,,,,,
87793,Métamorphose (littérature),Métamorphose (littérature),,,,,
87797,Référence (linguistique),Référence (linguistique),,,,,
87801,Représentation (linguistique),Représentation (linguistique),,,,,
87805,Sciences et arts,Sciences et arts,,,,,
87809,"Illustrations, images, etc.","Illustrations, images, etc.",,,,,
87816,Sémiotique et art,Sémiotique et art,,,,,
87826,Communication visuelle et art,Communication visuelle et art,,,,,
87830,Meubles,Meubles,,,,,
87840,"Dewey ,  John  ( 1859-1952 )","Dewey ,  John  ( 1859-1952 )",,,,,
87844,chiffre,chiffre,,,,,
87848,notation,notation,,,,,
87852,data transfer protocols,data transfer protocols,,,,,
87856,layered architecture,layered architecture,,,,,
87860,machine-to-machine communication,machine-to-machine communication,,,,,
87864,connected objects,connected objects,,,,,
87868,IEEE P2413 task force,IEEE P2413 task force,,,,,
87872,Internet Architecture Board,Internet Architecture Board,,,,,
87876,IoT,IoT,,,,,
87880,three-tier architecture,three-tier architecture,,,,,
87884,triangle sémiotique,triangle sémiotique,,,,,
87888,vacuité,vacuité,,,,,
87892,Interoperability,Interoperability,,,,,
87896,Collaborative situation,Collaborative situation,,,,,
87900,Information systems,Information systems,,,,,
87910,Débats et controverses,Débats et controverses,,,,,
87914,Discours argumentatif,Discours argumentatif,,,,,
87918,Mouvements sociaux,Mouvements sociaux,,,,,
87922,Littérature et sciences,Littérature et sciences,,,,,
87926,Controverses scientifiques,Controverses scientifiques,,,,,
87930,pathétique,pathétique,,,,,
87934,persuasion,persuasion,,,,,
87938,littérature,littérature,,,,,
87945,passions,passions,,,,,
87949,authenticité,authenticité,,,,,
87953,régime,régime,,,,,
87957,History / General,History / General,,,,,
87961,Technologies de l'information et de la communication,Technologies de l'information et de la communication,,,,,
87965,Changement social,Changement social,,,,,
87969,images,images,,,,,
87973,Model of controversy,Model of controversy,,,,,
87977,Multiple documents comprehension,Multiple documents comprehension,,,,,
87981,Manipulation (psychologie),Manipulation (psychologie),,,,,
87985,Communication en politique,Communication en politique,,,,,
87989,Persuasion (psychologie),Persuasion (psychologie),,,,,
87993,méditation,méditation,,,,,
87997,Euclide,Euclide,,,,,
88001,complétude,complétude,,,,,
88005,transmutation,transmutation,,,,,
88009,métamorphose,métamorphose,,,,,
88013,minéral,minéral,,,,,
88017,végétal,végétal,,,,,
88027,en train de se faire,en train de se faire,,,,,
88031,occident,occident,,,,,
88035,behavioral economics,behavioral economics,,,,,
88039,choice architecture,choice architecture,,,,,
88043,college enrollment,college enrollment,,,,,
88047,electricity usage,electricity usage,,,,,
88051,energy,energy,,,,,
88055,nudge,nudge,,,,,
88059,nudge unit,nudge unit,,,,,
88063,pension plan,pension plan,,,,,
88067,behavioral science,behavioral science,,,,,
88074,flu shot,flu shot,,,,,
88078,influenza vaccination,influenza vaccination,,,,,
88082,preventive health,preventive health,,,,,
88086,savings,savings,,,,,
88090,Sciences sociales,Sciences sociales,,,,,
88094,extérieur,extérieur,,,,,
88098,ensemble,ensemble,,,,,
88102,risque,risque,,,,,
88106,absolue,absolue,,,,,
88110,axiome,axiome,,,,,
88114,justice,justice,,,,,
88118,Religion / Buddhism / General,Religion / Buddhism / General,,,,,
88122,Business & Economics / Development / Sustainable Development,Business & Economics / Development / Sustainable Development,,,,,
88126,facteur impact,facteur impact,,,,,
88130,Environnement Informatique pour l'Apprentissage Humain (EIAH),Environnement Informatique pour l'Apprentissage Humain (EIAH),,,,,
88134,Achuar (Indiens),Achuar (Indiens),,,,,
88138,test,test,,,,,
88142,test 1,test 1,,,,,
88146,Fini (philosophie),Fini (philosophie),,,,,
88156,transcendance,transcendance,,,,,
88160,narrativité,narrativité,,,,,
88167,Espace (philosophie),Espace (philosophie),,,,,
88171,semiosis,semiosis,,,,,
88178,représentations,représentations,,,,,
88182,Afrique,Afrique,,,,,
88186,rhéteur,rhéteur,,,,,
88190,abolitionnisme,abolitionnisme,,,,,
88194,Littérature du xviiie siècle,Littérature du xviiie siècle,,,,,
88198,voyages,voyages,,,,,
88202,analyse du discours médiatique,analyse du discours médiatique,,,,,
88206,éthique du discours,éthique du discours,,,,,
88210,Rhétorique argumentative,Rhétorique argumentative,,,,,
88214,sciences de l’information et de la communication,sciences de l’information et de la communication,,,,,
88221,sciences du langage,sciences du langage,,,,,
88225,sociologie des valeurs,sociologie des valeurs,,,,,
88229,paramètres,paramètres,,,,,
88233,valeur,valeur,,,,,
88240,caractéristique,caractéristique,,,,,
88244,émancipation,émancipation,,,,,
88248,droit de l'information,droit de l'information,,,,,
88252,traitement de données,traitement de données,,,,,
88256,Modeling,Modeling,,,,,
88260,Pretopology,Pretopology,,,,,
88267,bigdata,bigdata,,,,,
88271,comparaison,comparaison,,,,,
88281,Vie,Vie,,,,,
88285,Databases,Databases,,,,,
88292,Networking and Internet Architecture,Networking and Internet Architecture,,,,,
88299,innovation technologique,innovation technologique,,,,,
88306,science and technology studies,science and technology studies,,,,,
88313,sociologie de l’innovation,sociologie de l’innovation,,,,,
88320,sociologie de la traduction,sociologie de la traduction,,,,,
88327,sociologie des sciences et des techniques,sociologie des sciences et des techniques,,,,,
88334,actant,actant,,,,,
88338,fiction,fiction,,,,,
88345,injonction,injonction,,,,,
88349,acteur,acteur,,,,,
88353,observable,observable,,,,,
88357,chemin de signalisation,chemin de signalisation,,,,,
88361,Shanghai ranking,Shanghai ranking,,,,,
88365,classemants,classemants,,,,,
88369,matrice de Google réduite,matrice de Google réduite,,,,,
88373,sensibilité du PageRank,sensibilité du PageRank,,,,,
88377,circumbinary orbits,circumbinary orbits,,,,,
88381,Solar system small bodies,Solar system small bodies,,,,,
88385,classement de Shanghai,classement de Shanghai,,,,,
88389,noyaux cométaires,noyaux cométaires,,,,,
88393,signaling pathway,signaling pathway,,,,,
88397,Dactyl,Dactyl,,,,,
88401,solid NMR,solid NMR,,,,,
88405,cometary nuclei,cometary nuclei,,,,,
88409,objets hypervéloces,objets hypervéloces,,,,,
88413,Solar system,Solar system,,,,,
88417,103P/Hartley,103P/Hartley,,,,,
88421,dark matter,dark matter,,,,,
88425,supermassive black holes,supermassive black holes,,,,,
88429,commerce international,commerce international,,,,,
88433,open quantum system,open quantum system,,,,,
88437,spin bath,spin bath,,,,,
88441,19P/Borrelly,19P/Borrelly,,,,,
88445,decoherence,decoherence,,,,,
88449,système quantique ouvert,système quantique ouvert,,,,,
88453,Complex networks,Complex networks,,,,,
88457,écologique,écologique,,,,,
88464,Écologisme,Écologisme,,,,,
88471,transversalité,transversalité,,,,,
88475,intellectuels,intellectuels,,,,,
88479,singularité,singularité,,,,,
88483,dimensions,dimensions,,,,,
88487,écosophie,écosophie,,,,,
88500,stimuler,stimuler,,,,,
88504,Pierce,Pierce,,,,,
88508,priméité,priméité,,,,,
88512,secondéité,secondéité,,,,,
88516,tiercéité,tiercéité,,,,,
88520,illimité,illimité,,,,,
88524,axes,axes,,,,,
88528,stratification,stratification,,,,,
88532,dele,dele,,,,,
88536,immitation,immitation,,,,,
88543,unique,unique,,,,,
88547,devenir,devenir,,,,,
88551,empirique,empirique,,,,,
88555,plante,plante,,,,,
88565,adivinación,adivinación,,,,,
88569,racionalidad,racionalidad,,,,,
88576,Algorithms,Algorithms,,,,,
88580,Cicero,Cicero,,,,,
88584,algoritmos,algoritmos,,,,,
88588,Cicéron,Cicéron,,,,,
88595,correlación,correlación,,,,,
88599,Correlation,Correlation,,,,,
88603,Causality,Causality,,,,,
88607,divination,divination,,,,,
88611,Future,Future,,,,,
88615,futuro,futuro,,,,,
88619,futur,futur,,,,,
88626,Lazaro,Lazaro,,,,,
88630,ontología,ontología,,,,,
88634,rationalité,rationalité,,,,,
88638,Ontology,Ontology,,,,,
88645,problématique,problématique,,,,,
88649,cloud,cloud,,,,,
88653,étude de l’Internet,étude de l’Internet,,,,,
88657,sciences de l’information,sciences de l’information,,,,,
88661,théorie du numérique,théorie du numérique,,,,,
88665,anthropocène,anthropocène,,,,,
88669,écologie politique,écologie politique,,,,,
88673,étude des media,étude des media,,,,,
88677,géopolitique,géopolitique,,,,,
88681,sociologie de la communication,sociologie de la communication,,,,,
88685,Energy efficiency,Energy efficiency,,,,,
88689,Energy management system,Energy management system,,,,,
88693,Energy savings,Energy savings,,,,,
88697,Public building,Public building,,,,,
88701,European Union,European Union,,,,,
88705,Information and Communication Technology,Information and Communication Technology,,,,,
88709,métrologie,métrologie,,,,,
88716,Écologie des savoirs,Écologie des savoirs,,,,,
88720,Environment,Environment,,,,,
88724,Hybridization,Hybridization,,,,,
88731,Infrastructures,Infrastructures,,,,,
88735,Archive,Archive,,,,,
88739,Humanités digitales,Humanités digitales,,,,,
88743,Hybridation,Hybridation,,,,,
88747,Hypertext,Hypertext,,,,,
88751,Knowledge ecology,Knowledge ecology,,,,,
88761,I King,I King,,,,,
88765,écosystémique,écosystémique,,,,,
88769,fonction,fonction,,,,,
88773,vibration,vibration,,,,,
88777,sensation,sensation,,,,,
88787,intelligence réflexive,intelligence réflexive,,,,,
88791,tranchant,tranchant,,,,,
88795,réalisme,réalisme,,,,,
88799,force,force,,,,,
88803,forêt,forêt,,,,,
88807,imagination,imagination,,,,,
88811,pornographie,pornographie,,,,,
88815,amateur,amateur,,,,,
88819,contributeur,contributeur,,,,,
88823,trajective,trajective,,,,,
88827,horizon,horizon,,,,,
88831,tiers-exclu,tiers-exclu,,,,,
88835,écoumène,écoumène,,,,,
88839,pari,pari,,,,,
88843,sécurité,sécurité,,,,,
88847,opérateurs,opérateurs,,,,,
88851,henri_poincaré,henri_poincaré,,,,,
88855,intimité,intimité,,,,,
88859,agencement,agencement,,,,,
88863,gestalt,gestalt,,,,,
88867,qualitatif,qualitatif,,,,,
88871,quantitatif,quantitatif,,,,,
88875,magique,magique,,,,,
88879,verbe,verbe,,,,,
88883,sujet,sujet,,,,,
88893,prédateur,prédateur,,,,,
88897,proie,proie,,,,,
88901,civilisation,civilisation,,,,,
88905,déclin,déclin,,,,,
88909,philosophie du numérique,philosophie du numérique,,,,,
88913,théorie des humanités numériques,théorie des humanités numériques,,,,,
88917,espace numérique,espace numérique,,,,,
88921,organisation des contenus,organisation des contenus,,,,,
88925,autorité,autorité,,,,,
88929,design d'expérience,design d'expérience,,,,,
88933,experience design,experience design,,,,,
88940,training,training,,,,,
88944,digital writing,digital writing,,,,,
88948,information communication,information communication,,,,,
88952,aléa,aléa,,,,,
88956,design informationnel,design informationnel,,,,,
88960,Infologie,Infologie,,,,,
88964,Infology,Infology,,,,,
88968,information design,information design,,,,,
88972,media specialist,media specialist,,,,,
88976,médiaticien,médiaticien,,,,,
88980,design médiatique,design médiatique,,,,,
88984,infologist,infologist,,,,,
88988,infologue,infologue,,,,,
88992,media design,media design,,,,,
88996,anti-modernité,anti-modernité,,,,,
89000,Composition (art),Composition (art),,,,,
89004,Peinture,Peinture,,,,,
89011,géohistoire,géohistoire,,,,,
89015,modélisation systémique,modélisation systémique,,,,,
89019,risques naturels,risques naturels,,,,,
89023,aléas naturels,aléas naturels,,,,,
89027,contextualisation socio-historique et biophysique,contextualisation socio-historique et biophysique,,,,,
89031,relations sociétés-environnement,relations sociétés-environnement,,,,,
89035,temporalités,temporalités,,,,,
89048,Perspectives,Perspectives,,,,,
89052,Anamorphoses,Anamorphoses,,,,,
89062,Représentation visuelle,Représentation visuelle,,,,,
89066,Sons,Sons,,,,,
89070,timeline,timeline,,,,,
89074,flexibilité,flexibilité,,,,,
89078,cognitive,cognitive,,,,,
89082,technologies,technologies,,,,,
89086,enquête,enquête,,,,,
89090,Open science,Open science,,,,,
89094,information practice,information practice,,,,,
89098,information scientifique et technique,information scientifique et technique,,,,,
89102,pratiques informationnelles,pratiques informationnelles,,,,,
89106,researcher,researcher,,,,,
89110,science ouverte,science ouverte,,,,,
89114,connexité,connexité,,,,,
89118,Graph Theory,Graph Theory,,,,,
89122,Prétopologie,Prétopologie,,,,,
89126,Connectivity,Connectivity,,,,,
89130,Social Networks,Social Networks,,,,,
89134,Category Theory,Category Theory,,,,,
89141,filet,filet,,,,,
89146,deep-fake,deep-fake,,,,,
89150,visage,visage,,,,,
89157,arcanes,arcanes,,,,,
89162,terrain,terrain,,,,,
89179,biais,biais,,,,,
89184,hyperurbain,hyperurbain,,,,,
89189,bruno_bachimont,bruno_bachimont,,,,,
89193,ruses,ruses,,,,,
89203,données,données,,,,,
89207,fake_news,fake_news,,,,,
89251,hacking,hacking,,,,,
89256,d3.js,d3.js,,,,,
89260,zoom,zoom,,,,,
89264,BoundingBox,BoundingBox,,,,,
89269,librairie,librairie,,,,,
89273,annotation,annotation,,,,,
89281,sciences_humaines,sciences_humaines,,,,,
89295,internetofthings,internetofthings,,,,,
89299,agriculture,agriculture,,,,,
89304,actulivre,actulivre,,,,,
89315,parfum,parfum,,,,,
89326,désinformation,désinformation,,,,,
89330,littératie,littératie,,,,,
89334,algoritmique,algoritmique,,,,,
89338,olivier_le_deuff,olivier_le_deuff,,,,,
89356,appel,appel,,,,,
89360,contribution,contribution,,,,,
89364,humanités,humanités,,,,,
89368,numériques,numériques,,,,,
89372,web3.0,web3.0,,,,,
89384,philippe_rivière,philippe_rivière,,,,,
89388,cartographe,cartographe,,,,,
89392,datajournalism,datajournalism,,,,,
89400,geometry,geometry,,,,,
89408,organigramme,organigramme,,,,,
89429,récit,récit,,,,,
89478,conférence,conférence,,,,,
89488,semanticweb,semanticweb,,,,,
89499,situé,situé,,,,,
89551,multi-agents,multi-agents,,,,,
89588,gilles_lipovetsky,gilles_lipovetsky,,,,,
89595,sacre,sacre,,,,,
89616,goût,goût,,,,,
89646,capteur,capteur,,,,,
89650,tutorial,tutorial,,,,,
89675,fact_checking,fact_checking,,,,,
89680,métriques,métriques,,,,,
89695,d3,d3,,,,,
89702,in,in,,,,,
89706,circle,circle,,,,,
89711,javascript,javascript,JavaScript,,,,
89725,mesh,mesh,,,,,
89736,smallData,smallData,,,,,
90103,détection,détection,,,,,
90111,seriousgame,seriousgame,,,,,
90116,post-vérité,post-vérité,,,,,
90127,vidéo,vidéo,,,,,
90132,chatbot,chatbot,,,,,
90139,discours,discours,,,,,
90143,haine,haine,,,,,
90151,bruit,bruit,,,,,
90183,enfant,enfant,,,,,
90187,ucla,ucla,,,,,
90194,générateur,générateur,,,,,
90198,icone,icone,,,,,
90202,storytelling,storytelling,,,,,
90248,omeka,omeka,,,,,
90259,Co2,Co2,,,,,
90264,journée,journée,,,,,
90268,étude,étude,,,,,
90282,proposition,proposition,,,,,
90304,ecosysteminfo,ecosysteminfo,,,,,
90371,marcello_vital-rosati,marcello_vital-rosati,,,,,
90394,colloque,colloque,,,,,
90398,émergence,émergence,,,,,
90448,charles_peirce,charles_peirce,,,,,
90465,pierre_lévy,pierre_lévy,,,,,
90483,conceptuel,conceptuel,,,,,
90487,Pascal,Pascal,,,,,
90500,mentaux,mentaux,,,,,
90534,algorithm,algorithm,,,,,
90538,python,python,,,,,
90542,thèse,thèse,,,,,
90573,visualization,visualization,,,,,
90588,e-education,e-education,,,,,
90632,véhicule,véhicule,,,,,
90640,fabien_gandon,fabien_gandon,,,,,
90651,datascience,datascience,,,,,
90655,notebook,notebook,,,,,
90679,séminaire,séminaire,,,,,
90694,jean_baudrillard,jean_baudrillard,,,,,
90698,boucher,boucher,,,,,
90706,tactile,tactile,,,,,
90723,robot,robot,,,,,
90741,manuel,manuel,,,,,
90761,observatoire,observatoire,,,,,
90765,oiseau,oiseau,,,,,
90776,machinelearning,machinelearning,,,,,
90781,markdown,markdown,,,,,
90788,éditeur,éditeur,,,,,
90835,commission,commission,,,,,
90839,gerald_bronner,gerald_bronner,,,,,
90847,complot,complot,,,,,
90851,débat,débat,,,,,
90855,public,public,,,,,
90860,poétique,poétique,,,,,
90864,valuation,valuation,,,,,
90868,évaluer,évaluer,,,,,
90892,partition,partition,,,,,
